winwin.hk: 0 mail.winwin.hk.
unique.hk: 5 mail.h-email.net.
abm.hk: 10 blue1.cyberec.com.
linux.hk: 10 ASPMX.L.GOOGLE.COM.
linux.hk: 20 ALT1.ASPMX.L.GOOGLE.COM.
linux.hk: 30 ASPMX3.GOOGLEMAIL.COM.
linux.hk: 30 ASPMX2.GOOGLEMAIL.COM.
linux.hk: 20 ALT2.ASPMX.L.GOOGLE.COM.
festo.hk: 0 .
ice.hk: 100 mx1.ice.hk.
mch.hk: 0 mail.mch.hk.
koala.hk: 0 _dc-mx.18e10385a404.koala.hk.
chris.hk: 10 mx03.communilink.net.
chris.hk: 10 mx02.communilink.net.
chris.hk: 10 mx01.communilink.net.
chris.hk: 10 mx04.communilink.net.
ryan.hk: 10 aspmx3.googlemail.com.
ryan.hk: 10 alt2.aspmx.l.google.com.
ryan.hk: 10 aspmx.l.google.com.
ryan.hk: 10 alt1.aspmx.l.google.com.
ryan.hk: 10 aspmx5.googlemail.com.
ryan.hk: 10 aspmx2.googlemail.com.
ryan.hk: 10 aspmx4.googlemail.com.
stellar.hk: 50 mx3.zoho.com.
stellar.hk: 20 mx2.zoho.com.
stellar.hk: 10 mx.zoho.com.
gilbert.hk: 0 gilbert-hk.mail.protection.outlook.com.
pms.hk: 10 alt3.aspmx.l.google.com.
pms.hk: 1 aspmx.l.google.com.
pms.hk: 5 alt1.aspmx.l.google.com.
pms.hk: 10 alt4.aspmx.l.google.com.
pms.hk: 5 alt2.aspmx.l.google.com.
theta.hk: 1 ASPMX.L.GOOGLE.COM.
theta.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
theta.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
theta.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
theta.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
juno.hk: 5 alt1.aspmx.l.google.com.
juno.hk: 1 aspmx.l.google.com.
juno.hk: 10 alt3.aspmx.l.google.com.
juno.hk: 5 alt2.aspmx.l.google.com.
juno.hk: 10 alt4.aspmx.l.google.com.
hhc.hk: 10 mx2.hostinger.com.
hhc.hk: 5 mx1.hostinger.com.
project.hk: 0 _dc-mx.21964dc44459.project.hk.
house.hk: 5 _dc-mx.7ad728617f26.house.hk.
trend.hk: 1 aspmx.l.google.com.
trend.hk: 5 alt2.aspmx.l.google.com.
trend.hk: 10 aspmx2.googlemail.com.
trend.hk: 5 alt1.aspmx.l.google.com.
trend.hk: 10 aspmx3.googlemail.com.
tax.hk: 7 route3.mx.cloudflare.net.
tax.hk: 42 route2.mx.cloudflare.net.
tax.hk: 45 route1.mx.cloudflare.net.
daily.hk: 0 .
whisky.hk: 5 mx1.hostinger.com.
whisky.hk: 10 mx2.hostinger.com.
door.hk: 20 alt1.aspmx.l.google.com.
door.hk: 10 aspmx.l.google.com.
door.hk: 50 aspmx3.googlemail.com.
door.hk: 40 aspmx2.googlemail.com.
door.hk: 30 alt2.aspmx.l.google.com.
disk.hk: 51 route2.mx.cloudflare.net.
disk.hk: 36 route3.mx.cloudflare.net.
disk.hk: 75 route1.mx.cloudflare.net.
levelup.hk: 10 levelup-hk.mail.protection.outlook.com.
levelup.hk: 0 levelup-hk.mail.protection.outlook.com.
vans.hk: 10 custmx.cscdns.net.
mel.hk: 0 smtp.asia.secureserver.net.
mel.hk: 10 mailstore1.asia.secureserver.net.
vital.hk: 20 bizavmta2.netvigator.com.
vital.hk: 10 bizavmta1.netvigator.com.
rcc.hk: 30 fosse.udomain.com.hk.
letstalk.hk: 10 mailtiger.timway.com.
letstalk.hk: 20 mailtiger2.timway.com.
straight.hk: 1 straight-hk.mail.protection.outlook.com.
aura.hk: 0 aura.hk.
ssa.hk: 10 aspmx.l.google.com.
ssa.hk: 40 alt3.aspmx.l.google.com.
ssa.hk: 20 alt1.aspmx.l.google.com.
ssa.hk: 30 alt2.aspmx.l.google.com.
ssa.hk: 50 alt4.aspmx.l.google.com.
dlab.hk: 10 mail.dlab.hk.
godaddy.hk: 0 .
ic.hk: 10 mail.ic.hk.
everest.hk: 0 everest-hk.mail.protection.outlook.com.
mall.hk: 0 _dc-mx.fdb378919d97.mall.hk.
mall.hk: 10 mx2.hostinger.com.
mall.hk: 5 mx1.hostinger.com.
datastream.hk: 20 mailsec.protonmail.ch.
datastream.hk: 10 mail.protonmail.ch.
hotel.hk: 0 hotel.hk.
ito.hk: 5 mx1.hostinger.com.
ito.hk: 10 mx2.hostinger.com.
nutrition.hk: 1 aspmx.l.google.com.
nutrition.hk: 5 alt2.aspmx.l.google.com.
nutrition.hk: 5 alt1.aspmx.l.google.com.
nutrition.hk: 10 aspmx3.googlemail.com.
nutrition.hk: 10 aspmx2.googlemail.com.
csi.hk: 5 alt2.aspmx.l.google.com.
hyper.hk: 0 hyper.hk.
bird.hk: 5 alt1.aspmx.l.google.com.
bird.hk: 5 alt2.aspmx.l.google.com.
bird.hk: 10 alt4.aspmx.l.google.com.
bird.hk: 1 aspmx.l.google.com.
bird.hk: 10 alt3.aspmx.l.google.com.
antiques.hk: 10 mail.antiques.hk.
aps.hk: 0 aps.hk.
rds.hk: 5 alt2.aspmx.l.google.com.
rds.hk: 10 alt3.aspmx.l.google.com.
rds.hk: 5 alt1.aspmx.l.google.com.
rds.hk: 10 alt4.aspmx.l.google.com.
rds.hk: 1 aspmx.l.google.com.
antivirus.hk: 0 antivirus-hk.mail.protection.outlook.com.
cusp.hk: 0 mail.cusp.hk.
blizzard.hk: 10 bh.markmonitor.com.
diversity.hk: 10 mail.diversity.hk.
diversity.hk: 20 mailhost.diversity.hk.
cusp.hk: 0 mail.cusp.hk.
anchor.hk: 10 mail.anchor.hk.
cosmic.hk: 1 cosmic-hk.mail.protection.outlook.com.
wall.hk: 0 wall.hk.
ags.hk: 0 ags-hk.mail.protection.outlook.com.
planet.hk: 100 c11m1.ns360.net.
planet.hk: 200 c11mx2.ns360.net.
john.hk: 10 mail.john.hk.
maker.hk: 0 .
sigma.hk: 0 sigma.hk.
schulz.hk: 10 mail.variomedia.de.
aquila.hk: 0 aquila.hk.
tick.hk: 10 mail.tick.hk.
baccarat.hk: 10 mail.baccarat.hk.
ctv.hk: 1 ASPMX.L.GOOGLE.COM.
ctv.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
ctv.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
ctv.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
ctv.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
modern.hk: 10 mail.modern.hk.
junto.hk: 0 junto.hk.
granite.hk: 0 granite.hk.
phd.hk: 10 mail1.phd.hk.
intrepid.hk: 10 custmx.cscdns.net.
buddies.hk: 0 mail.buddies.hk.
emirates.hk: 10 eksmtpgw-1.emirates.com.
cro.hk: 0 cro.hk.
triangle.hk: 10 ms44823084.msv1.invalid.
borderless.hk: 50 MX3.ZOHO.EU.
borderless.hk: 10 MX.ZOHO.EU.
borderless.hk: 20 MX2.ZOHO.EU.
genai.hk: 0 genai.hk.
bayer.hk: 10 custmx.cscdns.net.
b2broker.hk: 10 aspmx2.googlemail.com.
b2broker.hk: 5 alt2.aspmx.l.google.com.
b2broker.hk: 1 aspmx.l.google.com.
b2broker.hk: 5 alt1.aspmx.l.google.com.
b2broker.hk: 10 aspmx3.googlemail.com.
ipro.hk: 10 alt4.aspmx.l.google.com.
ipro.hk: 10 alt3.aspmx.l.google.com.
ipro.hk: 5 alt2.aspmx.l.google.com.
ipro.hk: 5 alt1.aspmx.l.google.com.
ipro.hk: 1 aspmx.l.google.com.
atl.hk: 0 pmg.gsnt.hk.
atl.hk: 10 pmg1.gsnt.hk.
humanoid.hk: 0 localhost.
flipper.hk: 0 flipper.hk.
lynx.hk: 10 mail.lynx.hk.
lynx.hk: 10 183.178.184.250.
inspire.hk: 10 mx.yandex.net.
lila.hk: 10 mx1.netim.net.
lila.hk: 10 mx2.netim.net.
stay.hk: 0 stay-hk.mail.protection.outlook.com.
mantech.hk: 100 mail.mantech.hk.
mantech.hk: 10 mail.bbmail.com.hk.
oneteam.hk: 10 _dc-mx.d30c47b5d1a1.oneteam.hk.
hosts.hk: 10 efa3.upremium.com.
hosts.hk: 5 efa4.upremium.com.
limitless.hk: 20 mx20.antispam.mailspamprotection.com.
limitless.hk: 30 mx30.antispam.mailspamprotection.com.
limitless.hk: 10 mx10.antispam.mailspamprotection.com.
edelweiss.hk: 0 edelweiss-hk.mail.protection.outlook.com.
eventx.hk: 20 route3.mx.cloudflare.net.
eventx.hk: 69 route1.mx.cloudflare.net.
eventx.hk: 81 route2.mx.cloudflare.net.
coolblue.hk: 20 mx2.coolblue.nl.
coolblue.hk: 10 mx1.coolblue.nl.
lead.hk: 10 mail.lead.hk.
isaac.hk: 20 aspmx2.googlemail.com.
isaac.hk: 10 alt1.aspmx.l.google.com.
isaac.hk: 20 aspmx3.googlemail.com.
isaac.hk: 10 alt2.aspmx.l.google.com.
isaac.hk: 0 aspmx.l.google.com.
imc.hk: 10 nemesis.imc.com.
imc.hk: 20 ares.imc.com.
imc.hk: 30 kratos.imc.com.
tides.hk: 10 lne.in.tmes.trendmicro.com.
vets.hk: 10 _dc-mx.58780cb0289a.vets.hk.
lms.hk: 10 mail.lms.hk.
hexagon.hk: 50 mx3.zoho.com.
hexagon.hk: 20 mx2.zoho.com.
hexagon.hk: 10 mx.zoho.com.
arrow.hk: 0 .
flow.hk: 30 aspmx2.googlemail.com.
flow.hk: 20 alt1.aspmx.l.google.com.
flow.hk: 10 aspmx.l.google.com.
flow.hk: 20 alt2.aspmx.l.google.com.
flow.hk: 30 aspmx3.googlemail.com.
blossom.hk: 10 alt3.aspmx.l.google.com.
blossom.hk: 10 alt4.aspmx.l.google.com.
blossom.hk: 5 alt2.aspmx.l.google.com.
blossom.hk: 1 aspmx.l.google.com.
blossom.hk: 5 alt1.aspmx.l.google.com.
ark.hk: 10 mailstore1.secureserver.net.
ark.hk: 0 smtp.secureserver.net.
ican.hk: 10 mx2.forwardemail.net.
ican.hk: 10 mx1.forwardemail.net.
yalla.hk: 0 yalla-hk.mail.protection.outlook.com.
mojo.hk: 10 mx1.abchk.net.
mojo.hk: 130 mx13.abchk.net.
poly.hk: 10 mail.poly.hk.
sfc.hk: 17 sfcmaila.sfc.hk.
sfc.hk: 50 sfcmailb.sfc.hk.
sfc.hk: 10 sfcmail1.sfc.hk.
sfc.hk: 10 sfcmail2.sfc.hk.
sfc.hk: 18 sfcmaila1.sfc.hk.
coins.hk: 5 alt2.aspmx.l.google.com.
coins.hk: 5 alt1.aspmx.l.google.com.
coins.hk: 1 aspmx.l.google.com.
coins.hk: 10 alt3.aspmx.l.google.com.
coins.hk: 10 alt4.aspmx.l.google.com.
grassroots.hk: 1 mx1.larksuite.com.
grassroots.hk: 10 mx3.larksuite.com.
grassroots.hk: 5 mx2.larksuite.com.
station.hk: 1 aspmx.l.google.com.
station.hk: 5 alt1.aspmx.l.google.com.
station.hk: 10 alt3.aspmx.l.google.com.
station.hk: 5 alt2.aspmx.l.google.com.
station.hk: 10 alt4.aspmx.l.google.com.
source.hk: 1 aspmx.l.google.com.
source.hk: 10 alt3.aspmx.l.google.com.
source.hk: 5 alt2.aspmx.l.google.com.
source.hk: 10 alt4.aspmx.l.google.com.
source.hk: 5 alt1.aspmx.l.google.com.
gps.hk: 20 mx20.antispam.mailspamprotection.com.
gps.hk: 10 mx10.antispam.mailspamprotection.com.
gps.hk: 30 mx30.antispam.mailspamprotection.com.
sts.hk: 0 sts-hk.mail.protection.outlook.com.
happiness.hk: 20 mx2.zoho.com.
happiness.hk: 50 mx3.zoho.com.
happiness.hk: 10 mx.zoho.com.
goplay.hk: 10 alt3.aspmx.l.google.com.
goplay.hk: 10 alt4.aspmx.l.google.com.
goplay.hk: 5 alt2.aspmx.l.google.com.
goplay.hk: 5 alt1.aspmx.l.google.com.
goplay.hk: 1 aspmx.l.google.com.
evermore.hk: 1 mxwall.asiahost.com.hk.
rosen.hk: 5 mxw.263.net.
rosen.hk: 10 mx.263.net.
hyp.hk: 10 ASPMX2.GOOGLEMAIL.COM.
hyp.hk: 1 ASPMX.L.GOOGLE.COM.
hyp.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
hyp.hk: 10 ASPMX5.GOOGLEMAIL.COM.
hyp.hk: 10 ASPMX4.GOOGLEMAIL.COM.
hyp.hk: 10 ASPMX3.GOOGLEMAIL.COM.
hyp.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
hyp.hk: 20 mail.hyp.hk.
meeting.hk: 10 mail.meeting.hk.
bonafide.hk: 0 mail.bonafide.hk.
gms.hk: 0 gms-hk.mail.protection.outlook.com.
ibis.hk: 10 mail.ibis.hk.
cryptocurrency.hk: 10 mx1.netim.net.
cryptocurrency.hk: 10 mx2.netim.net.
medico.hk: 10 mail.medico.hk.
sunbrella.hk: 10 mail.sunbrella.hk.
ikea.hk: 10 mail.ikea.hk.
trillion.hk: 10 mail1.arp.com.hk.
trillion.hk: 30 mail3.arp.com.hk.
trillion.hk: 20 mail2.arp.com.hk.
trillion.hk: 40 mail4.arp.com.hk.
apl.hk: 200 black.apl.hk.
apl.hk: 100 red.apl.hk.
cloudhosting.hk: 0 cloudhosting-hk.mail.protection.outlook.com.
finest.hk: 0 finest-hk.mail.protection.outlook.com.
mylife.hk: 20 mx2.zoho.eu.
mylife.hk: 50 mx3.zoho.eu.
mylife.hk: 10 mx.zoho.eu.
bonafide.hk: 0 mail.bonafide.hk.
douglas.hk: 10 mail.douglas.hk.
rapid.hk: 0 mail.rapid.hk.
tune.hk: 20 alt1.aspmx.l.google.com.
tune.hk: 30 aspmx2.googlemail.com.
tune.hk: 20 alt2.aspmx.l.google.com.
tune.hk: 30 aspmx3.googlemail.com.
tune.hk: 10 aspmx.l.google.com.
champion.hk: 0 champion-hk.mail.protection.outlook.com.
review.hk: 10 mail.manrev.com.
morgenstern.hk: 10 mx2.hostinger.com.
morgenstern.hk: 5 mx1.hostinger.com.
nonstop.hk: 10 alt3.aspmx.l.google.com.
nonstop.hk: 5 alt2.aspmx.l.google.com.
nonstop.hk: 10 alt4.aspmx.l.google.com.
nonstop.hk: 1 aspmx.l.google.com.
nonstop.hk: 5 alt1.aspmx.l.google.com.
aston.hk: 10 custmx.cscdns.net.
logic.hk: 1 aspmx.l.google.com.
logic.hk: 5 alt2.aspmx.l.google.com.
logic.hk: 5 alt1.aspmx.l.google.com.
yumi.hk: 20 mailforward61.cloudns.net.
yumi.hk: 10 mailforward61.cloudns.net.
gala.hk: 10 mail.gala.hk.
value.hk: 1 ASPMX.L.GOOGLE.COM.
value.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
value.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
value.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
value.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
nora.hk: 10 mx10.antispam.mailspamprotection.com.
nora.hk: 20 mx20.antispam.mailspamprotection.com.
nora.hk: 30 mx30.antispam.mailspamprotection.com.
spine.hk: 10 mail.spine.hk.
backlinks.hk: 0 backlinks.hk.
heatpump.hk: 10 fbsb8.heatpump.hk.
bard.hk: 1 aspmx.l.google.com.
clockwork.hk: 1 aspmx.l.google.com.
clockwork.hk: 5 alt1.aspmx.l.google.com.
clockwork.hk: 10 aspmx2.googlemail.com.
clockwork.hk: 10 aspmx3.googlemail.com.
clockwork.hk: 5 alt2.aspmx.l.google.com.
fetish.hk: 10 mail.fetish.hk.
aptos.hk: 30 mx30.antispam.mailspamprotection.com.
aptos.hk: 10 mx10.antispam.mailspamprotection.com.
aptos.hk: 20 mx20.antispam.mailspamprotection.com.
swim.hk: 65535 mailu.wpmudev.host.
agora.hk: 5 alt2.aspmx.l.google.com.
agora.hk: 5 alt1.aspmx.l.google.com.
agora.hk: 1 aspmx.l.google.com.
agora.hk: 10 alt4.aspmx.l.google.com.
agora.hk: 10 alt3.aspmx.l.google.com.
advanced.hk: 10 s11741.sgp1.stableserver.net.
wolf.hk: 0 wolf-hk.mail.protection.outlook.com.
oasis.hk: 10 SMARTMX.NEXAGE.IO.
fil.hk: 10 mxb-00175801.gslb.pphosted.com.
fil.hk: 10 mxa-00175801.gslb.pphosted.com.
authentic.hk: 5 alt2.aspmx.l.google.com.
authentic.hk: 5 alt1.aspmx.l.google.com.
authentic.hk: 10 alt4.aspmx.l.google.com.
authentic.hk: 1 aspmx.l.google.com.
authentic.hk: 10 alt3.aspmx.l.google.com.
convention.hk: 5 mail.h-email.net.
lucas.hk: 0 a.mx.lucas.hk.
foley.hk: 10 bh.markmonitor.com.
checkin.hk: 10 mx2.hostinger.com.
checkin.hk: 5 mx1.hostinger.com.
promote.hk: 5 mail.promote.hk.
bitcoin.hk: 20 mx2.zoho.com.
bitcoin.hk: 10 mx.zoho.com.
bitcoin.hk: 50 mx3.zoho.com.
better.hk: 0 mail.better.hk.
lotus.hk: 0 lotus.hk.
mex.hk: 0 mex-hk.mail.protection.outlook.com.
evolution.hk: 5 alt2.aspmx.l.google.com.
evolution.hk: 10 alt4.aspmx.l.google.com.
evolution.hk: 10 alt3.aspmx.l.google.com.
evolution.hk: 5 alt1.aspmx.l.google.com.
evolution.hk: 1 aspmx.l.google.com.
wi.hk: 1 mx1.larksuite.com.
wi.hk: 5 mx2.larksuite.com.
wi.hk: 10 mx3.larksuite.com.
teamviewer.hk: 0 .
skynet.hk: 20 witcher-relay.mxrouting.net.
skynet.hk: 10 witcher.mxrouting.net.
cow.hk: 10 mail.protonmail.ch.
cow.hk: 20 mailsec.protonmail.ch.
eda.hk: 1 aspmx.l.google.com.
eda.hk: 10 alt3.aspmx.l.google.com.
eda.hk: 10 alt4.aspmx.l.google.com.
eda.hk: 5 alt1.aspmx.l.google.com.
eda.hk: 5 alt2.aspmx.l.google.com.
volcano.hk: 10 mx2.hostinger.com.
volcano.hk: 5 mx1.hostinger.com.
sage.hk: 0 sage.hk.
tiptop.hk: 10 mail.bbmail.com.hk.
tiptop.hk: 0 tiptop-hk.mail.protection.outlook.com.
escape.hk: 1 aspmx.l.google.com.
escape.hk: 5 alt2.aspmx.l.google.com.
escape.hk: 5 alt1.aspmx.l.google.com.
escape.hk: 10 aspmx2.googlemail.com.
escape.hk: 10 aspmx3.googlemail.com.
dejavu.hk: 10 mail501.runitemail.cc.
wild.hk: 10 spool.mail.gandi.net.
wild.hk: 50 fb.mail.gandi.net.
lightning.hk: 36 route1.mx.cloudflare.net.
lightning.hk: 7 route2.mx.cloudflare.net.
lightning.hk: 7 route3.mx.cloudflare.net.
pod.hk: 1 aspmx.l.google.com.
pod.hk: 15 dckbouj6o6p6my63y4wy2t3woom5asq3d2gna4fppovcbzcrrwaq.mx-verification.google.com.
pod.hk: 10 alt3.aspmx.l.google.com.
pod.hk: 5 alt1.aspmx.l.google.com.
pod.hk: 10 alt4.aspmx.l.google.com.
pod.hk: 5 alt2.aspmx.l.google.com.
phoenix.hk: 130 mx13.abchk.net.
phoenix.hk: 10 mx1.abchk.net.
chorus.hk: 50 fb.mail.gandi.net.
chorus.hk: 10 spool.mail.gandi.net.
wtp.hk: 20 mail2.wtp.hk.
wtp.hk: 10 mail.wtp.hk.
edible.hk: 20 mx2.emailsrvr.com.
edible.hk: 10 mx1.emailsrvr.com.
wide.hk: 130 mx13.abchk.net.
wide.hk: 10 mx1.abchk.net.
stage.hk: 30 mx30.antispam.mailspamprotection.com.
stage.hk: 10 mx10.antispam.mailspamprotection.com.
stage.hk: 20 mx20.antispam.mailspamprotection.com.
nocode.hk: 10 blizzard.mxrouting.net.
nocode.hk: 20 blizzard-relay.mxrouting.net.
substance.hk: 0 SUBSTANCE-HK.MAIL.PROTECTION.OUTLOOK.COM.
influencer.hk: 0 mail.influencer.hk.
mti.hk: 20 mx2.zoho.com.
mti.hk: 10 mx.zoho.com.
mti.hk: 50 mx3.zoho.com.
crypto.hk: 10 MAIL.PROTONMAIL.CH.
levin.hk: 10 mailfox.timway.com.
levin.hk: 20 mailfox2.timway.com.
baka.hk: 81 route3.mx.cloudflare.net.
baka.hk: 22 route1.mx.cloudflare.net.
baka.hk: 99 route2.mx.cloudflare.net.
visionpro.hk: 10 mx01.mail.icloud.com.
visionpro.hk: 10 mx02.mail.icloud.com.
backstage.hk: 70 route1.mx.cloudflare.net.
backstage.hk: 80 route3.mx.cloudflare.net.
backstage.hk: 83 route2.mx.cloudflare.net.
bryan.hk: 10 inbound-smtp.us-east-1.amazonaws.com.
cream.hk: 0 cream-hk.mail.protection.outlook.com.
stc.hk: 10 ems02.stc.group.
pnw.hk: 10 mail.pnw.hk.
bart.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
bart.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
bart.hk: 1 ASPMX.L.GOOGLE.COM.
bart.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
bart.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
independent.hk: 0 mail.independent.hk.
football.hk: 10 mail.football.hk.
bim.hk: 30 alt2.aspmx.l.google.com.
bim.hk: 10 aspmx.l.google.com.
bim.hk: 20 alt1.aspmx.l.google.com.
bim.hk: 50 alt4.aspmx.l.google.com.
bim.hk: 40 alt3.aspmx.l.google.com.
astar.hk: 14 astar-hk.mail.protection.outlook.com.
essentialoils.hk: 0 essentialoils.hk.
vape.hk: 5 mxn.mxhichina.com.
vape.hk: 10 mxw.mxhichina.com.
saya.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
saya.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
saya.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
saya.hk: 1 ASPMX.L.GOOGLE.COM.
saya.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
words.hk: 10 aspmx3.googlemail.com.
words.hk: 5 alt1.aspmx.l.google.com.
words.hk: 5 alt2.aspmx.l.google.com.
words.hk: 1 aspmx.l.google.com.
words.hk: 10 aspmx2.googlemail.com.
icm.hk: 10 mx2.hostinger.com.
icm.hk: 5 mx1.hostinger.com.
fitz.hk: 200 alt1.aspmx.l.google.com.
fitz.hk: 300 alt2.aspmx.l.google.com.
fitz.hk: 400 alt3.aspmx.l.google.com.
fitz.hk: 100 aspmx.l.google.com.
esl.hk: 0 mail.esl.hk.
mumu.hk: 10 alt2.aspmx.l.google.com.
mumu.hk: 20 alt4.aspmx.l.google.com.
mumu.hk: 20 alt3.aspmx.l.google.com.
mumu.hk: 10 alt1.aspmx.l.google.com.
mumu.hk: 5 aspmx.l.google.com.
koc.hk: 5 mx1.hostinger.com.
koc.hk: 10 mx2.hostinger.com.
sea.hk: 0 .
bullion.hk: 10 mail.bullion.hk.
fireside.hk: 20 alt1.aspmx.l.google.com.
fireside.hk: 40 alt3.aspmx.l.google.com.
fireside.hk: 30 alt2.aspmx.l.google.com.
fireside.hk: 50 alt4.aspmx.l.google.com.
fireside.hk: 10 aspmx.l.google.com.
mike.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
mike.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
mike.hk: 15 JCOI5MD6EIIFOXBQTJKMW6BQIZYK2KVZZ3CNZYUNUMGJFZKGODFA.MX-VERIFICATION.GOOGLE.COM.
mike.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
mike.hk: 1 ASPMX.L.GOOGLE.COM.
mike.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
vik.hk: 10 mail.vik.hk.
a1.hk: 0 a1-hk.mail.protection.outlook.com.
soulmate.hk: 10 mail.soulmate.hk.
bcc.hk: 10 mx.bcc.hk.
dw.hk: 50 mx3.zoho.com.
dw.hk: 20 mx2.zoho.com.
dw.hk: 10 mx.zoho.com.
asuka.hk: 34 route3.mx.cloudflare.net.
asuka.hk: 88 route2.mx.cloudflare.net.
asuka.hk: 38 route1.mx.cloudflare.net.
ccb.hk: 1 aspmx.l.google.com.
ccb.hk: 10 aspmx3.googlemail.com.
ccb.hk: 5 alt1.aspmx.l.google.com.
ccb.hk: 5 alt2.aspmx.l.google.com.
ccb.hk: 10 aspmx2.googlemail.com.
mercury.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
mercury.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
mercury.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
mercury.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
mercury.hk: 1 ASPMX.L.GOOGLE.COM.
asm.hk: 0 mail.asm.hk.
creative.hk: 10 mx04.communilink.net.
creative.hk: 10 mx02.communilink.net.
creative.hk: 10 mx03.communilink.net.
creative.hk: 10 mx01.communilink.net.
exe.hk: 10 mail.exe.hk.
mad.hk: 10 mail.mad.hk.
giraffe.hk: 1 ASPMX.L.GOOGLE.COM.
bsi.hk: 10 mx.ym.163.com.
vanessa.hk: 5 mxbiz1.qq.com.
vanessa.hk: 10 mxbiz2.qq.com.
eshop.hk: 20 mx2.titan.email.
eshop.hk: 10 mx1.titan.email.
tim.hk: 0 tim.hk.
cos.hk: 20 bizavmta2.netvigator.com.
cos.hk: 10 bizavmta1.netvigator.com.
only.hk: 5 mx1.only.hk.
only.hk: 20 mx3.only.hk.
only.hk: 10 mx2.only.hk.
onx.hk: 10 mail.onx.hk.
nova.hk: 1 aspmx.l.google.com.
nova.hk: 10 aspmx2.googlemail.com.
nova.hk: 5 alt2.aspmx.l.google.com.
nova.hk: 10 aspmx3.googlemail.com.
nova.hk: 5 alt1.aspmx.l.google.com.
origami.hk: 50 mx3.zoho.com.
origami.hk: 20 mx2.zoho.com.
origami.hk: 10 mx.zoho.com.
jake.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
jake.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
jake.hk: 1 ASPMX.L.GOOGLE.COM.
jake.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
jake.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
sbm.hk: 1 aspmx.l.google.com.
sbm.hk: 5 alt1.aspmx.l.google.com.
sbm.hk: 10 alt3.aspmx.l.google.com.
sbm.hk: 5 alt2.aspmx.l.google.com.
sbm.hk: 10 alt4.aspmx.l.google.com.
chic.hk: 0 mail.chic.hk.
uhc.hk: 10 null.corpmailsvcs.com.
mana.hk: 5 alt1.aspmx.l.google.com.
mana.hk: 10 aspmx3.googlemail.com.
mana.hk: 1 aspmx.l.google.com.
mana.hk: 10 aspmx2.googlemail.com.
mana.hk: 5 alt2.aspmx.l.google.com.
bitmex.hk: 1 smtp.google.com.
muslim.hk: 0 muslim.hk.
kaas.hk: 10 smtp.ucsystems.net.
kaas.hk: 20 smtp.ucsystems.nl.
moment.hk: 15 WXBRDM7XOCVTOEOHZ5O2EM67JZITHB3Y2A5X3E2Z5MAWDIHO5HDA.MX-VERIFICATION.GOOGLE.COM.
moment.hk: 1 SMTP.GOOGLE.COM.
en.hk: 5 alt2.aspmx.l.google.com.
en.hk: 10 alt3.aspmx.l.google.com.
en.hk: 5 alt1.aspmx.l.google.com.
en.hk: 10 alt4.aspmx.l.google.com.
en.hk: 1 aspmx.l.google.com.
mgl.hk: 0 _dc-mx.148216906d16.mgl.hk.
mobiles.hk: 1 smtp.google.com.
mobiles.hk: 15 po43ndv2o3e4sicsstlqcxatuqmxbnxkvnwo55ikyjq3onbe5inq.mx-verification.google.com.
treeoflife.hk: 5 alt2.aspmx.l.google.com.
treeoflife.hk: 10 alt4.aspmx.l.google.com.
treeoflife.hk: 5 alt1.aspmx.l.google.com.
treeoflife.hk: 10 alt3.aspmx.l.google.com.
treeoflife.hk: 1 aspmx.l.google.com.
pinky.hk: 10 mail.pinky.hk.
hope.hk: 0 hope.hk.
helpme.hk: 5 helpme-hk.mail.protection.outlook.com.
